iter	RMSE
328	4.431455367
329	4.43058982
330	4.426585823
331	4.421593499
332	4.421264136
333	4.416771848
334	4.415680063
335	4.415072906
336	4.410555294
337	4.406427587
338	4.402676275
339	4.396538396
340	4.394874794
341	4.39326893
342	4.390980633
343	4.386737388
344	4.38455052
345	4.382450567
346	4.381259144
347	4.379589097
348	4.377073601
349	4.371925119
350	4.36819379
351	4.366971715
352	4.365885622
353	4.364733119
354	4.363159593
355	4.358987125
356	4.354191826
357	4.348108108
358	4.343862006
359	4.342958283
360	4.340829881
361	4.339856983
362	4.339239158
363	4.333739411
364	4.331772688
365	4.330169238
366	4.328302943
367	4.326311184
368	4.323545848
369	4.321163328
370	4.315603387
371	4.313626706
372	4.31088138
373	4.30643077
374	4.304729748
375	4.299675242
376	4.29701481
377	4.295242566
378	4.291618903
379	4.289534937
380	4.288017881
381	4.282470213
382	4.282068978
383	4.280965828
384	4.275094614
385	4.269713443
386	4.268850823
387	4.266809118
388	4.263206868
389	4.258189281
390	4.253430728
391	4.24752108
392	4.245078814
393	4.244805966
394	4.241095461
395	4.239112626
396	4.235806139
397	4.235017812
398	4.230239462
399	4.226692454
400	4.222793097
401	4.220111052
402	4.215486208
403	4.212526952
404	4.21151516
405	4.20876588
406	4.205109129
407	4.201212308
408	4.198524506
409	4.193863379
410	4.190513237
411	4.18398608
412	4.183664876
413	4.181654786
414	4.177004304
415	4.174065503
416	4.172184194
417	4.169037452
418	4.165788041
419	4.164483753
420	4.162252724
421	4.160104685
422	4.157169573
423	4.156139992
424	4.153309224
425	4.148522101
426	4.147578621
427	4.144936585
428	4.140547523
429	4.137943741
430	4.133711903
431	4.130631127
432	4.129535475
433	4.126241884
434	4.121379733
435	4.120329131
436	4.11739039
437	4.113915987
438	4.11004159
439	4.105429355
440	4.103734093
441	4.100585833
442	4.098881028
443	4.095210366
444	4.094234898
445	4.090763554
446	4.090236026
447	4.089302771
448	4.087237478
449	4.086340427
450	4.082352352
451	4.078743807
452	4.076362739
453	4.073708177
454	4.068304088
455	4.067299252
456	4.066030968
457	4.065076592
458	4.059553741
459	4.05617065
460	4.053769463
461	4.048701056
462	4.045365228
463	4.042178717
464	4.039587829
465	4.034829579
466	4.031942593
467	4.028547031
468	4.027350515
469	4.027026098
470	4.025832509
471	4.023598206
472	4.019449059
473	4.014604872
474	4.01377633
475	4.012909358
476	4.009422755
477	4.005400101
478	4.001073236
479	3.998914928
480	3.996836538
481	3.992554972
482	3.991731862
483	3.98810234
484	3.984111461
485	3.982108651
486	3.98036794
487	3.977471547
488	3.976727465
489	3.974299578
490	3.972129038
491	3.970645806
492	3.966922238
493	3.966185701
494	3.961908641
495	3.958024474
496	3.955948515
497	3.955233974
498	3.951546514
499	3.948827211
500	3.946164995
501	3.945390711
502	3.942863253
503	3.942011586
504	3.936469072
505	3.9332643
506	3.931273918
507	3.927570804
508	3.924517271
509	3.923222128
510	3.919969784
511	3.919126478
512	3.916932307
513	3.91580953
514	3.915234276
515	3.913405534
516	3.91197621
517	3.909133604
518	3.906776612
519	3.905925057
520	3.903052909
521	3.900846688
522	3.90027356
523	3.898843428
524	3.898259308
525	3.89753855
526	3.894963985
527	3.893881637
528	3.892523752
529	3.890018079
530	3.887354821
531	3.886984361
532	3.88684779
533	3.88337108
534	3.881419932
535	3.879044139
536	3.873848225
537	3.871894223
538	3.868847546
539	3.867044408
540	3.862526894
541	3.860362167
542	3.859350439
543	3.857145966
544	3.856783956
545	3.856088757
546	3.8553679
547	3.85478374
548	3.852785232
549	3.849992267
550	3.84977318
551	3.846136343
552	3.845398034
553	3.844380279
554	3.843678204
555	3.842724003
556	3.84212399
557	3.837324661
558	3.832002838
559	3.831065618
560	3.828085302
561	3.82436237
562	3.821703293
563	3.820001986
564	3.818835055
565	3.814511062
566	3.810003058
567	3.809503566
568	3.806672336
569	3.806123146
570	3.805273744
571	3.803493163
572	3.802420805
573	3.799065962
574	3.796947078
575	3.796319577
576	3.795939019
577	3.792603832
578	3.789411765
579	3.788507494
580	3.787919591
581	3.787770954
582	3.785426068
583	3.782139473
584	3.779771521
585	3.778015398
586	3.774757184
587	3.771553928
588	3.769537613
589	3.766626967
590	3.765410518
591	3.764630608
592	3.76346394
593	3.762374412
594	3.759780074
595	3.758588427
596	3.758047697
597	3.757654933
598	3.756144065
599	3.75244018
600	3.749932305
601	3.746694534
602	3.744649072
603	3.743825098
604	3.742951735
605	3.741247862
606	3.738607357
607	3.737191422
608	3.735144676
609	3.733246574
610	3.731165897
611	3.730491284
612	3.729952108
613	3.727231046
614	3.726697896
615	3.724527528
616	3.721151154
617	3.720756606
618	3.71815858
619	3.714695611
620	3.712111681
621	3.710825703
622	3.709547121
623	3.705361323
624	3.700869299
625	3.69928853
626	3.697805153
627	3.697296042
628	3.693642625
629	3.690808859
630	3.688463667
631	3.68788819
632	3.685055654
633	3.684593291
634	3.682711364
635	3.681163882
636	3.676804681
637	3.675439145
638	3.672515826
639	3.669328265
640	3.667363724
641	3.665939163
642	3.662792513
643	3.658245066
644	3.655225534
645	3.653199546
646	3.650362497
647	3.6478845
648	3.646897481
649	3.644850329
650	3.64376654
651	3.642227673
652	3.639739605
653	3.639258855
654	3.637549694
655	3.637043622
656	3.636608873
657	3.634336659
658	3.633849399
659	3.630401473
660	3.629436938
661	3.627487041
662	3.62681302
663	3.623984234
664	3.621335532
665	3.619678239
666	3.61727792
667	3.616100407
668	3.614434942
669	3.613258701
670	3.609995805
671	3.606612607
672	3.60565874
673	3.604641655
674	3.601315275
675	3.60060697
676	3.60008423
677	3.597961555
678	3.597800532
679	3.597179132
680	3.595590597
681	3.594519544
682	3.591080641
683	3.58880111
684	3.587164944
685	3.586680609
686	3.585351161
687	3.584473089
688	3.581592283
689	3.579322408
690	3.579095955
691	3.575618587
692	3.573688277
693	3.573369332
694	3.572187757
695	3.571802117
696	3.571267833
697	3.56968023
698	3.569286583
699	3.567897547
700	3.566551787
701	3.564288281
702	3.56171632
703	3.559146395
704	3.558210116
705	3.555375532
706	3.552117321
707	3.549076593
708	3.5486314
709	3.54659776
710	3.545561417
711	3.544605199
712	3.543395545
713	3.541841082
714	3.541662682
715	3.538070447
716	3.537566563
717	3.534847197
718	3.534025558
719	3.532529602
720	3.531637962
721	3.531561632
722	3.530639273
723	3.527520405
724	3.526465969
725	3.526374776
726	3.52414308
727	3.522697863
728	3.520920192
729	3.517429186
730	3.514583828
731	3.513687205
732	3.512364073
733	3.509299506
734	3.508471584
735	3.507880397
736	3.506329276
737	3.505290728
738	3.502982572
739	3.501793286
740	3.497451326
741	3.496071779
742	3.49369237
743	3.492612008
744	3.491988818
745	3.489481675
746	3.486030998
747	3.481722734
748	3.479595792
749	3.479460376
750	3.479004097
751	3.477565531
752	3.474565585
753	3.4736857
754	3.471189526
755	3.470664718
756	3.470407366
757	3.467376572
758	3.465035238
759	3.463758913
760	3.461529356
761	3.46104589
762	3.459646218
763	3.457960389
764	3.456046161
765	3.455458537
766	3.453507089
767	3.453121168
768	3.452821441
769	3.450499261
770	3.448920186
771	3.448135778
772	3.447543292
773	3.445012471
774	3.443028072
775	3.440879389
776	3.440623009
777	3.438728455
778	3.436219603
779	3.432848134
780	3.432498836
781	3.432180737
782	3.430647825
783	3.426755748
784	3.424015692
785	3.420954141
786	3.418514314
787	3.418026967
788	3.416744503
789	3.41519298
790	3.412975774
791	3.411137828
792	3.410984144
793	3.409522985
794	3.404957023
795	3.403249802
796	3.402800844
797	3.402556951
798	3.401731506
799	3.399797043
800	3.399586618
801	3.397651795
802	3.39669572
803	3.395572363
804	3.394295812
805	3.39368595
806	3.39140429
807	3.389795772
808	3.387173352
809	3.385776294
810	3.38423224
811	3.383593657
812	3.382700267
813	3.379335491
814	3.377479787
815	3.377247322
816	3.375757779
817	3.373029822
818	3.371256748
819	3.370537826
820	3.36795698
821	3.366744944
822	3.365352667
823	3.362526683
824	3.362218524
825	3.361271622
826	3.360454922
827	3.358340925
828	3.356817453
829	3.355950239
830	3.355090914
831	3.352378817
832	3.352011623
833	3.351831983
834	3.351410008
835	3.351158877
836	3.350077218
837	3.349880044
838	3.349075737
839	3.344939158
840	3.340563921
841	3.340180855
842	3.339218021
843	3.336604113
844	3.334915027
845	3.333944811
846	3.330314652
847	3.328228079
848	3.32803785
849	3.325101912
850	3.324807257
851	3.322757194
852	3.321484558
853	3.320294599
854	3.318570242
855	3.317792119
856	3.314965627
857	3.31448633
858	3.3143563
859	3.313931615
860	3.31375456
861	3.311088638
862	3.309038837
863	3.307325038
864	3.306260841
865	3.302010385
866	3.300884471
867	3.300054053
868	3.298015433
869	3.297548671
870	3.297425251
871	3.297257147
872	3.296590094
873	3.29544302
874	3.29501664
875	3.294151382
876	3.293452277
877	3.293169176
878	3.292046233
879	3.289420306
880	3.288184002
881	3.286438847
882	3.28374628
883	3.282817479
884	3.282722059
885	3.281933161
886	3.279722217
887	3.276305796
888	3.274787723
889	3.272674565
890	3.272582578
891	3.271538824
892	3.271429561
893	3.269978652
894	3.267301528
895	3.266232617
896	3.263902278
897	3.261272481
898	3.258725225
899	3.258179362
900	3.257960661
901	3.256955243
902	3.253790058
903	3.25122492
904	3.247346164
905	3.245662423
906	3.245371905
907	3.243521029
908	3.242604332
909	3.240133686
910	3.23887316
911	3.237546694
912	3.235430283
913	3.234433903
914	3.231074324
915	3.23021643
916	3.229437985
917	3.228211316
918	3.225579661
919	3.224464252
920	3.221902307
921	3.221210329
922	3.220849428
923	3.218820669
924	3.21834706
925	3.21752999
926	3.21693676
927	3.215280343
928	3.21313024
929	3.211162631
930	3.209340497
931	3.207727496
932	3.205923242
933	3.202702638
934	3.201854397
935	3.201779711
936	3.199524275
937	3.198350329
938	3.196847555
939	3.193882205
940	3.193679429
941	3.193235801
942	3.192646726
943	3.191520581
944	3.190852966
945	3.18962633
946	3.188464398
947	3.188289641
948	3.187226781
949	3.186457237
950	3.186087165
951	3.185739535
952	3.183702464
953	3.182198833
954	3.180276245
955	3.180108223
956	3.17977591
957	3.178969603
958	3.176928649
959	3.173677943
960	3.172510914
961	3.170584457
962	3.17055934
963	3.169713067
964	3.167206489
965	3.165892537
966	3.164176565
967	3.161537918
968	3.160817866
969	3.158961729
970	3.158022486
971	3.156535166
972	3.155564277
973	3.152452077
974	3.151522498
975	3.150689739
976	3.148595441
977	3.147507588
978	3.146867788
979	3.143777489
980	3.140625991
981	3.1388506
982	3.136430585
983	3.13531151
984	3.134688691
985	3.134399178
986	3.131666253
987	3.130376021
988	3.128021949
989	3.125875279
990	3.124276663
991	3.123758846
992	3.123415886
993	3.121889945
994	3.121593362
995	3.121393882
996	3.12133718
997	3.120488345
998	3.11985321
999	3.11875848
